Model,Const,Mem,Prop,Region,Region Bound,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,Simple,#States (after),Time (wall),% Known,Regions
brp,N=64 MAX=8 ,N/A,0.00585136866219_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,	3984,458.71,100.0,153465
brp,N=64 MAX=8 ,N/A,0.00585136866219_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0053980169467199_probability_min_observeIGreater1,2,0.1,0.0001,true,true,estimate,delta,true,	11,0.276,100.0,1969
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00545145197099_probability_min_observeIGreater1,2,0.1,0.01,true,true,estimate,delta,true,	11,0.106,100.0,201
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00539753117377199_probability_min_observeIGreater1,2,0.1,1e-05,true,true,estimate,delta,true,	11,0.784,100.0,6909
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00545145197099_probability_min_observeIGreater1,2,0.1,0.01,true,false,estimate,delta,true,	20,0.123,100.0,397
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.005937224918900001_probability_min_observeIGreater1,2,0.1,0.1,true,true,estimate,delta,true,	11,0.092,100.0,53
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.005937224918900001_probability_min_observeIGreater1,2,0.1,0.1,true,false,estimate,delta,true,	20,0.096,100.0,97
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00539753117377199_probability_min_observeIGreater1,2,0.1,1e-05,true,false,estimate,delta,true,	20,1.32,100.0,12557
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0053980169467199_probability_min_observeIGreater1,2,0.1,0.0001,true,false,estimate,delta,true,	20,0.477,100.0,4109
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.019922107471545998_probability_min_observeIGreater1,2,1e-06,0.0001,true,false,estimate,delta,true,	20,11.076,100.0,65673
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.019922107471545998_probability_min_observeIGreater1,2,1e-06,0.0001,true,true,estimate,delta,true,	11,4.979,100.0,28449
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.020119316614599998_probability_min_observeIGreater1,2,1e-06,0.01,true,false,estimate,delta,true,	20,0.784,100.0,4237
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.020119316614599998_probability_min_observeIGreater1,2,1e-06,0.01,true,true,estimate,delta,true,	11,0.447,100.0,2009
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0199203146611546_probability_min_observeIGreater1,2,1e-06,1e-05,true,true,estimate,delta,true,	11,21.821,100.0,114265
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.021912127006_probability_min_observeIGreater1,2,1e-06,0.1,true,true,estimate,delta,true,	11,0.185,100.0,381
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.021912127006_probability_min_observeIGreater1,2,1e-06,0.1,true,false,estimate,delta,true,	20,0.273,100.0,809
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0199203146611546_probability_min_observeIGreater1,2,1e-06,1e-05,true,false,estimate,delta,true,	20,23.596,100.0,221205
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0242_probability_min_observeIGreater1,2,0,0.1,true,true,estimate,delta,true,	19,TO,TO,TO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0242_probability_min_observeIGreater1,2,0,0.1,true,false,estimate,delta,true,	32,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0220022_probability_min_observeIGreater1,2,0,0.0001,true,false,estimate,delta,true,	32,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0220022_probability_min_observeIGreater1,2,0,0.0001,true,true,estimate,delta,true,	19,TO,TO,TO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.02200022_probability_min_observeIGreater1,2,0,1e-05,true,true,estimate,delta,true,	19,TO,TO,TO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.02200022_probability_min_observeIGreater1,2,0,1e-05,true,false,estimate,delta,true,	32,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.02222_probability_min_observeIGreater1,2,0,0.01,true,false,estimate,delta,true,	32,TO,TO,TO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.02222_probability_min_observeIGreater1,2,0,0.01,true,true,estimate,delta,true,	19,TO,TO,TO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0032097635317_probability_min_observeIGreater1,2,"0,0.8",0.1,false,false,estimate,delta,true,	32,0.094,100.0,89
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00291799602666847_probability_min_observeIGreater1,2,"0,0.8",1e-05,true,true,estimate,delta,true,	19,0.948,100.0,6241
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00294714651547_probability_min_observeIGreater1,2,"0,0.8",0.01,false,false,estimate,delta,true,	32,0.112,100.0,309
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0029182586436846997_probability_min_observeIGreater1,2,"0,0.8",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0032097635317_probability_min_observeIGreater1,2,"0,0.8",0.1,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00291799602666847_probability_min_observeIGreater1,2,"0,0.8",1e-05,false,false,estimate,delta,true,	32,0.97,100.0,10429
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00294714651547_probability_min_observeIGreater1,2,"0,0.8",0.01,true,true,estimate,delta,true,	19,0.12,100.0,237
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0029182586436846997_probability_min_observeIGreater1,2,"0,0.8",0.0001,false,false,estimate,delta,true,	32,0.398,100.0,3697
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00294714651547_probability_min_observeIGreater1,2,"0,0.8",0.01,false,false,estimate,delta,true,	32,0.112,100.0,309
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0029182586436846997_probability_min_observeIGreater1,2,"0,0.8",0.0001,false,false,estimate,delta,true,	32,0.395,100.0,3697
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00291799602666847_probability_min_observeIGreater1,2,"0,0.8",1e-05,false,false,estimate,delta,true,	32,0.977,100.0,10429
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0029182586436846997_probability_min_observeIGreater1,2,"0,0.8",0.0001,true,true,estimate,delta,true,	19,0.382,100.0,2173
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00294714651547_probability_min_observeIGreater1,2,"0,0.8",0.01,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0032097635317_probability_min_observeIGreater1,2,"0,0.8",0.1,true,true,estimate,delta,true,	19,0.098,100.0,65
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00294714651547_probability_min_observeIGreater1,2,"0,0.8",0.01,true,false,estimate,delta,true,	32,0.125,100.0,309
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00291799602666847_probability_min_observeIGreater1,2,"0,0.8",1e-05,true,false,estimate,delta,true,	32,1.431,100.0,10429
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0029182586436846997_probability_min_observeIGreater1,2,"0,0.8",0.0001,true,false,estimate,delta,true,	32,0.549,100.0,3697
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.00291799602666847_probability_min_observeIGreater1,2,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0032097635317_probability_min_observeIGreater1,2,"0,0.8",0.1,true,false,estimate,delta,true,	32,0.098,100.0,89
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.0032097635317_probability_min_observeIGreater1,2,"0,0.8",0.1,false,false,estimate,delta,true,	32,0.094,100.0,89
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.014080000000000002_probability_min_observeIGreater1,2,"0.2,1",0.1,true,true,estimate,delta,true,	19,0.093,100.0,25
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012928_probability_min_observeIGreater1,2,"0.2,1",0.01,true,true,estimate,delta,true,	19,0.097,100.0,57
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012800128000000001_probability_min_observeIGreater1,2,"0.2,1",1e-05,false,false,estimate,delta,true,	32,0.106,100.0,241
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.01280128_probability_min_observeIGreater1,2,"0.2,1",0.0001,false,false,estimate,delta,true,	32,0.102,100.0,189
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.01280128_probability_min_observeIGreater1,2,"0.2,1",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012928_probability_min_observeIGreater1,2,"0.2,1",0.01,false,false,estimate,delta,true,	32,0.093,100.0,81
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012928_probability_min_observeIGreater1,2,"0.2,1",0.01,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012800128000000001_probability_min_observeIGreater1,2,"0.2,1",1e-05,false,false,estimate,delta,true,	32,0.106,100.0,241
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.014080000000000002_probability_min_observeIGreater1,2,"0.2,1",0.1,false,false,estimate,delta,true,	32,0.091,100.0,41
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.014080000000000002_probability_min_observeIGreater1,2,"0.2,1",0.1,false,false,estimate,delta,true,	32,0.09,100.0,41
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012928_probability_min_observeIGreater1,2,"0.2,1",0.01,false,false,estimate,delta,true,	32,0.094,100.0,81
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.014080000000000002_probability_min_observeIGreater1,2,"0.2,1",0.1,true,false,estimate,delta,true,	32,0.093,100.0,41
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.01280128_probability_min_observeIGreater1,2,"0.2,1",0.0001,false,false,estimate,delta,true,	32,0.101,100.0,189
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.01280128_probability_min_observeIGreater1,2,"0.2,1",0.0001,true,false,estimate,delta,true,	32,0.111,100.0,189
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012800128000000001_probability_min_observeIGreater1,2,"0.2,1",1e-05,true,true,estimate,delta,true,	19,0.11,100.0,157
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012800128000000001_probability_min_observeIGreater1,2,"0.2,1",1e-05,true,false,estimate,delta,true,	32,0.117,100.0,241
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012800128000000001_probability_min_observeIGreater1,2,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.01280128_probability_min_observeIGreater1,2,"0.2,1",0.0001,true,true,estimate,delta,true,	19,0.105,100.0,113
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.012928_probability_min_observeIGreater1,2,"0.2,1",0.01,true,false,estimate,delta,true,	32,0.098,100.0,81
crowds,CrowdSize=10 TotalRuns=2 ,N/A,0.014080000000000002_probability_min_observeIGreater1,2,"0.2,1",0.1,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0304431214339_probability_min_observeIGreater1,2,0.1,0.01,true,false,estimate,delta,true,	84,0.496,100.0,369
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.030144718560438998_probability_min_observeIGreater1,2,0.1,0.0001,true,true,estimate,delta,true,	42,1.7,100.0,3249
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0304431214339_probability_min_observeIGreater1,2,0.1,0.01,true,true,estimate,delta,true,	42,0.551,100.0,277
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0301420058070439_probability_min_observeIGreater1,2,0.1,1e-05,true,false,estimate,delta,true,	84,3.944,100.0,11745
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0301420058070439_probability_min_observeIGreater1,2,0.1,1e-05,true,true,estimate,delta,true,	42,4.24,100.0,9761
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.030144718560438998_probability_min_observeIGreater1,2,0.1,0.0001,true,false,estimate,delta,true,	84,1.81,100.0,3953
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.033155874829_probability_min_observeIGreater1,2,0.1,0.1,true,false,estimate,delta,true,	84,0.449,100.0,89
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.033155874829_probability_min_observeIGreater1,2,0.1,0.1,true,true,estimate,delta,true,	42,0.475,100.0,77
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.10361769976663601_probability_min_observeIGreater1,2,1e-06,1e-05,true,false,estimate,delta,true,	84,33.727,100.0,187169
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.10465283023600001_probability_min_observeIGreater1,2,1e-06,0.01,true,true,estimate,delta,true,	42,1.635,100.0,2905
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.11397832996000001_probability_min_observeIGreater1,2,1e-06,0.1,true,true,estimate,delta,true,	42,0.676,100.0,561
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.11397832996000001_probability_min_observeIGreater1,2,1e-06,0.1,true,false,estimate,delta,true,	84,0.615,100.0,733
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.10465283023600001_probability_min_observeIGreater1,2,1e-06,0.01,true,false,estimate,delta,true,	84,1.15,100.0,3873
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.10362702526636_probability_min_observeIGreater1,2,1e-06,0.0001,true,true,estimate,delta,true,	42,20.076,100.0,45745
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.10362702526636_probability_min_observeIGreater1,2,1e-06,0.0001,true,false,estimate,delta,true,	84,10.376,100.0,56641
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.10361769976663601_probability_min_observeIGreater1,2,1e-06,1e-05,true,true,estimate,delta,true,	42,62.97,100.0,144597
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0166162823911623_probability_min_observeIGreater1,2,"0,0.8",1e-05,false,false,estimate,delta,true,	96,2.055,100.0,10345
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.018277727853_probability_min_observeIGreater1,2,"0,0.8",0.1,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0167822773923_probability_min_observeIGreater1,2,"0,0.8",0.01,true,false,estimate,delta,true,	96,0.547,100.0,309
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.018277727853_probability_min_observeIGreater1,2,"0,0.8",0.1,false,false,estimate,delta,true,	96,0.485,100.0,89
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0166162823911623_probability_min_observeIGreater1,2,"0,0.8",1e-05,false,false,estimate,delta,true,	96,2.051,100.0,10345
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0167822773923_probability_min_observeIGreater1,2,"0,0.8",0.01,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.016617777841622997_probability_min_observeIGreater1,2,"0,0.8",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.018277727853_probability_min_observeIGreater1,2,"0,0.8",0.1,false,false,estimate,delta,true,	96,0.482,100.0,89
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.016617777841622997_probability_min_observeIGreater1,2,"0,0.8",0.0001,true,true,estimate,delta,true,	52,1.813,100.0,2745
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0167822773923_probability_min_observeIGreater1,2,"0,0.8",0.01,false,false,estimate,delta,true,	96,0.511,100.0,309
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0167822773923_probability_min_observeIGreater1,2,"0,0.8",0.01,false,false,estimate,delta,true,	96,0.509,100.0,309
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.016617777841622997_probability_min_observeIGreater1,2,"0,0.8",0.0001,false,false,estimate,delta,true,	96,1.007,100.0,3597
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0167822773923_probability_min_observeIGreater1,2,"0,0.8",0.01,true,true,estimate,delta,true,	52,0.593,100.0,249
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0166162823911623_probability_min_observeIGreater1,2,"0,0.8",1e-05,true,false,estimate,delta,true,	96,3.219,100.0,10345
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.018277727853_probability_min_observeIGreater1,2,"0,0.8",0.1,true,true,estimate,delta,true,	52,0.509,100.0,77
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0166162823911623_probability_min_observeIGreater1,2,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.0166162823911623_probability_min_observeIGreater1,2,"0,0.8",1e-05,true,true,estimate,delta,true,	52,4.773,100.0,8697
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.016617777841622997_probability_min_observeIGreater1,2,"0,0.8",0.0001,false,false,estimate,delta,true,	96,1.001,100.0,3597
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.016617777841622997_probability_min_observeIGreater1,2,"0,0.8",0.0001,true,false,estimate,delta,true,	96,1.39,100.0,3597
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.018277727853_probability_min_observeIGreater1,2,"0,0.8",0.1,true,false,estimate,delta,true,	96,0.493,100.0,89
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06861490020394_probability_min_observeIGreater1,2,"0.2,1",0.0001,true,false,estimate,delta,true,	96,0.513,100.0,181
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06860872548039401_probability_min_observeIGreater1,2,"0.2,1",1e-05,false,false,estimate,delta,true,	96,0.516,100.0,233
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06860872548039401_probability_min_observeIGreater1,2,"0.2,1",1e-05,true,true,estimate,delta,true,	52,0.564,100.0,185
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06860872548039401_probability_min_observeIGreater1,2,"0.2,1",1e-05,true,false,estimate,delta,true,	96,0.523,100.0,233
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.069294119794_probability_min_observeIGreater1,2,"0.2,1",0.01,true,false,estimate,delta,true,	96,0.486,100.0,81
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06860872548039401_probability_min_observeIGreater1,2,"0.2,1",1e-05,false,false,estimate,delta,true,	96,0.518,100.0,233
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06861490020394_probability_min_observeIGreater1,2,"0.2,1",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06861490020394_probability_min_observeIGreater1,2,"0.2,1",0.0001,false,false,estimate,delta,true,	96,0.503,100.0,181
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.069294119794_probability_min_observeIGreater1,2,"0.2,1",0.01,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.069294119794_probability_min_observeIGreater1,2,"0.2,1",0.01,false,false,estimate,delta,true,	96,0.481,100.0,81
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.069294119794_probability_min_observeIGreater1,2,"0.2,1",0.01,true,true,estimate,delta,true,	52,0.5,100.0,61
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.07546884334000001_probability_min_observeIGreater1,2,"0.2,1",0.1,true,false,estimate,delta,true,	96,0.476,100.0,37
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.07546884334000001_probability_min_observeIGreater1,2,"0.2,1",0.1,false,false,estimate,delta,true,	96,0.476,100.0,37
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06861490020394_probability_min_observeIGreater1,2,"0.2,1",0.0001,true,true,estimate,delta,true,	52,0.557,100.0,145
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.07546884334000001_probability_min_observeIGreater1,2,"0.2,1",0.1,false,false,estimate,delta,true,?,MO,MO,MO
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.069294119794_probability_min_observeIGreater1,2,"0.2,1",0.01,false,false,estimate,delta,true,	96,0.485,100.0,81
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06861490020394_probability_min_observeIGreater1,2,"0.2,1",0.0001,false,false,estimate,delta,true,	96,0.507,100.0,181
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.07546884334000001_probability_min_observeIGreater1,2,"0.2,1",0.1,true,true,estimate,delta,true,	52,0.488,100.0,25
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.07546884334000001_probability_min_observeIGreater1,2,"0.2,1",0.1,false,false,estimate,delta,true,	96,0.477,100.0,37
crowds,CrowdSize=10 TotalRuns=4 ,N/A,0.06860872548039401_probability_min_observeIGreater1,2,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman5_pla,N/A,N/A,1.7400025637999998_reward_max_stable,1,0.1,0.1,true,false,estimate,delta,true,	196,0.087,100.0,23
herman5_pla,N/A,N/A,1.91400282018_reward_max_stable,1,0.1,0.01,true,false,estimate,delta,true,	196,0.123,100.0,107
herman5_pla,N/A,N/A,1.91400282018_reward_max_stable,1,0.1,0.01,true,true,estimate,delta,true,	89,0.16,100.0,21
herman5_pla,N/A,N/A,1.93331684863818_reward_max_stable,1,0.1,1e-05,true,true,estimate,delta,true,	89,0.598,100.0,823
herman5_pla,N/A,N/A,1.9331428483817998_reward_max_stable,1,0.1,0.0001,true,true,estimate,delta,true,	89,0.267,100.0,237
herman5_pla,N/A,N/A,1.7400025637999998_reward_max_stable,1,0.1,0.1,true,true,estimate,delta,true,	89,0.153,100.0,5
herman5_pla,N/A,N/A,1.93331684863818_reward_max_stable,1,0.1,1e-05,true,false,estimate,delta,true,	196,1.334,100.0,3993
herman5_pla,N/A,N/A,1.9331428483817998_reward_max_stable,1,0.1,0.0001,true,false,estimate,delta,true,	196,0.461,100.0,1075
herman5_pla,N/A,N/A,1.9333168466382_reward_max_stable,1,1e-06,1e-05,true,false,estimate,delta,true,	196,1.277,100.0,3795
herman5_pla,N/A,N/A,1.9333168466382_reward_max_stable,1,1e-06,1e-05,true,true,estimate,delta,true,	89,0.637,100.0,823
herman5_pla,N/A,N/A,1.933142846382_reward_max_stable,1,1e-06,0.0001,true,true,estimate,delta,true,	89,0.283,100.0,235
herman5_pla,N/A,N/A,1.740002562_reward_max_stable,1,1e-06,0.1,true,false,estimate,delta,true,	196,0.136,100.0,25
herman5_pla,N/A,N/A,1.9140028182_reward_max_stable,1,1e-06,0.01,true,false,estimate,delta,true,	196,0.16,100.0,103
herman5_pla,N/A,N/A,1.740002562_reward_max_stable,1,1e-06,0.1,true,true,estimate,delta,true,	89,0.157,100.0,7
herman5_pla,N/A,N/A,1.9140028182_reward_max_stable,1,1e-06,0.01,true,true,estimate,delta,true,	89,0.161,100.0,25
herman5_pla,N/A,N/A,1.933142846382_reward_max_stable,1,1e-06,0.0001,true,false,estimate,delta,true,	196,0.69,100.0,1177
herman5_pla,N/A,N/A,1.9140028182_reward_max_stable,1,0,0.01,true,false,estimate,delta,true,	196,0.138,100.0,103
herman5_pla,N/A,N/A,1.9333168466382_reward_max_stable,1,0,1e-05,true,true,estimate,delta,true,	89,0.548,100.0,631
herman5_pla,N/A,N/A,1.933142846382_reward_max_stable,1,0,0.0001,true,false,estimate,delta,true,	196,0.675,100.0,1165
herman5_pla,N/A,N/A,1.740002562_reward_max_stable,1,0,0.1,true,true,estimate,delta,true,	89,0.152,100.0,5
herman5_pla,N/A,N/A,1.740002562_reward_max_stable,1,0,0.1,true,false,estimate,delta,true,	196,0.091,100.0,23
herman5_pla,N/A,N/A,1.933142846382_reward_max_stable,1,0,0.0001,true,true,estimate,delta,true,	89,0.267,100.0,195
herman5_pla,N/A,N/A,1.9140028182_reward_max_stable,1,0,0.01,true,true,estimate,delta,true,	89,0.158,100.0,19
herman5_pla,N/A,N/A,1.9333168466382_reward_max_stable,1,0,1e-05,true,false,estimate,delta,true,	196,1.935,100.0,3781
herman5_pla,N/A,N/A,1.7400012804_reward_max_stable,1,"0,0.8",0.1,false,false,estimate,delta,true,	196,0.131,100.0,21
herman5_pla,N/A,N/A,1.7400012804_reward_max_stable,1,"0,0.8",0.1,true,true,estimate,delta,true,	89,0.147,100.0,3
herman5_pla,N/A,N/A,1.93331542265244_reward_max_stable,1,"0,0.8",1e-05,true,true,estimate,delta,true,	89,0.536,100.0,605
herman5_pla,N/A,N/A,1.93331542265244_reward_max_stable,1,"0,0.8",1e-05,false,false,estimate,delta,true,	196,1.82,100.0,3827
herman5_pla,N/A,N/A,1.9331414225244001_reward_max_stable,1,"0,0.8",0.0001,true,true,estimate,delta,true,	89,0.265,100.0,195
herman5_pla,N/A,N/A,1.93331542265244_reward_max_stable,1,"0,0.8",1e-05,true,false,estimate,delta,true,	196,1.953,100.0,3827
herman5_pla,N/A,N/A,1.91400140844_reward_max_stable,1,"0,0.8",0.01,true,true,estimate,delta,true,	89,0.159,100.0,19
herman5_pla,N/A,N/A,1.9331414225244001_reward_max_stable,1,"0,0.8",0.0001,false,false,estimate,delta,true,	196,0.805,100.0,1071
herman5_pla,N/A,N/A,1.9331414225244001_reward_max_stable,1,"0,0.8",0.0001,false,false,estimate,delta,true,	196,0.685,100.0,1071
herman5_pla,N/A,N/A,1.93331542265244_reward_max_stable,1,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman5_pla,N/A,N/A,1.93331542265244_reward_max_stable,1,"0,0.8",1e-05,false,false,estimate,delta,true,	196,1.948,100.0,3827
herman5_pla,N/A,N/A,1.91400140844_reward_max_stable,1,"0,0.8",0.01,false,false,estimate,delta,true,	196,0.167,100.0,101
herman5_pla,N/A,N/A,1.9331414225244001_reward_max_stable,1,"0,0.8",0.0001,true,false,estimate,delta,true,	196,0.636,100.0,1071
herman5_pla,N/A,N/A,1.91400140844_reward_max_stable,1,"0,0.8",0.01,false,false,estimate,delta,true,?,MO,MO,MO
herman5_pla,N/A,N/A,1.91400140844_reward_max_stable,1,"0,0.8",0.01,true,false,estimate,delta,true,	196,0.136,100.0,101
herman5_pla,N/A,N/A,1.91400140844_reward_max_stable,1,"0,0.8",0.01,false,false,estimate,delta,true,	196,0.179,100.0,101
herman5_pla,N/A,N/A,1.7400012804_reward_max_stable,1,"0,0.8",0.1,true,false,estimate,delta,true,	196,0.088,100.0,21
herman5_pla,N/A,N/A,1.7400012804_reward_max_stable,1,"0,0.8",0.1,false,false,estimate,delta,true,?,MO,MO,MO
herman5_pla,N/A,N/A,1.7400012804_reward_max_stable,1,"0,0.8",0.1,false,false,estimate,delta,true,	196,0.133,100.0,21
herman5_pla,N/A,N/A,1.9331414225244001_reward_max_stable,1,"0,0.8",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
herman5_pla,N/A,N/A,1.9331419184748_reward_max_stable,1,"0.2,1",0.0001,true,false,estimate,delta,true,	196,0.634,100.0,1071
herman5_pla,N/A,N/A,1.9333159186474802_reward_max_stable,1,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman5_pla,N/A,N/A,1.7400017268_reward_max_stable,1,"0.2,1",0.1,false,false,estimate,delta,true,	196,0.129,100.0,21
